Nombres,Servidores,Clases,Cotas,Ganados,Perdidos,Niveles,% Winrate,Puntos
Tchik-heal,Terra Cogita,Aniripsa,1107,29,26,200.0,52.73,3341
Maeve-lu,Brutas,Sram,952,43,14,200.0,75.44,3340
Gryeen,Terra Cogita,Osamodas,1045,27,12,200.0,69.23,3333
Tes-Sah,Herdegrize,Pandawa,1007,58,34,200.0,63.04,3329
Eclairr,Brutas,Feca,1054,40,28,200.0,58.82,3326
Teuchyi,Terra Cogita,Zurcarak,942,102,95,200.0,51.78,3325
Exo-dita,Brutas,Steamer,872,88,73,200.0,54.66,3325
El-Enrique,Brutas,Zurcarak,910,49,21,200.0,70.0,3325
Ice-roxx,Terra Cogita,Sram,902,82,65,200.0,55.78,3325
Sambita,Herdegrize,Aniripsa,1137,19,11,200.0,63.33,3325
Jolopero,Brutas,Tymador,876,61,37,200.0,62.24,3325
Jeri-Op,Herdegrize,Yopuka,941,82,65,200.0,55.78,3325
Divina-Feka,Brutas,Feca,957,61,37,200.0,62.24,3325
Korriandree,Herdegrize,Ocra,929,102,92,200.0,52.58,3314
Full-pods,Oshimo,Yopuka,1022,47,29,200.0,61.84,3308
Ariz-Beau,Herdegrize,Aniripsa,1104,22,6,200.0,78.57,3306
Kyusen-Yakuza,Oshimo,Feca,1082,29,18,200.0,61.7,3304
Saajome,Brutas,Xelor,936,93,80,200.0,53.76,3300
Maximaprospecci,Brutas,Anutrof,926,90,76,200.0,54.22,3300
Le-legendairex,Oshimo,Zobal,963,42,12,200.0,77.78,3300
Optimiiste,Herdegrize,Aniripsa,984,51,24,200.0,68.0,3300
Mounas,Terra Cogita,Anutrof,1100,13,3,200.0,81.25,3287
Don-Bosetti,Terra Cogita,Sram,984,55,36,200.0,60.44,3286
Darkryderss,Herdegrize,Aniripsa,1063,38,23,200.0,62.3,3286
Nespreco,Herdegrize,Zurcarak,1118,10,5,200.0,66.67,3285
Quito-Tiempo,Brutas,Xelor,995,44,15,200.0,74.58,3285
Uzi,Terra Cogita,Sacrogrito,1091,20,10,200.0,66.67,3280
Jean-Antonov,Brutas,Sacrogrito,976,56,31,200.0,64.37,3275
Winterblue-san,Brutas,Steamer,918,89,75,200.0,54.27,3275
Archie-Red,Oshimo,Aniripsa,1109,24,8,200.0,75.0,3275
Jecartelescarte,Oshimo,Sram,878,83,67,200.0,55.33,3275
Valhall,Dodge,Sadida,1063,56,50,200.0,52.83,3260
Time-Bomb,Oshimo,Feca,1137,17,13,200.0,56.67,3257
Ace-Xl,Brutas,Sram,1080,13,1,200.0,92.86,3256
Odinll,Brutas,Ocra,912,71,54,200.0,56.8,3254
Do-fus,Dodge,Aniripsa,1108,28,19,200.0,59.57,3252
Andrente,Brutas,Aniripsa,997,52,26,200.0,66.67,3250
Edok-sauro,Grandapan,Feca,939,103,94,199.0,52.28,3250
Marley-escudo,Brutas,Feca,875,40,10,199.0,80.0,3250
Zenddyy,Brutas,Xelor,932,109,102,200.0,51.66,3250
El-Tahur,Grandapan,Zurcarak,915,88,74,200.0,54.32,3250
Roling-Stones,Grandapan,Aniripsa,944,67,46,200.0,59.29,3250
Kardesh-Air,Herdegrize,Sram,980,52,28,200.0,65.0,3249
Kawhoo,Oshimo,Feca,1039,57,46,200.0,55.34,3246
Bonnie-e,Brutas,Sram,978,33,4,200.0,89.19,3243
Ezaiira,Oshimo,Sram,973,52,43,200.0,54.74,3236
Google-maap,Herdegrize,Ocra,978,51,43,200.0,54.26,3228
Jumaxx,Oshimo,Sacrogrito,1006,32,18,200.0,64.0,3227
Alejavi,Brutas,Xelor,952,36,5,200.0,87.8,3225
Champoteka,Terra Cogita,Steamer,901,87,73,200.0,54.37,3225
Angel-pand,Brutas,Pandawa,945,60,37,200.0,61.86,3225
Veiveh,Brutas,Aniripsa,968,42,13,200.0,76.36,3225
Enerte,Terra Cogita,Sacrogrito,921,90,77,200.0,53.89,3225
Krizuna,Brutas,Aniripsa,987,66,45,200.0,59.46,3225
Eve-aleman,Brutas,Aniripsa,865,60,37,200.0,61.86,3225
Hykz,Brutas,Sadida,965,60,37,200.0,61.86,3225
Hitraya,Herdegrize,Tymador,1089,12,4,200.0,75.0,3224
Seaak,Terra Cogita,Feca,1062,40,24,200.0,62.5,3222
Airplanes,Terra Cogita,Feca,1001,35,5,199.0,87.5,3220
Fck-monkey,Brutas,Sram,975,59,41,200.0,59.0,3217
Lunatine,Oshimo,Feca,949,87,75,200.0,53.7,3210
King-snow,Brutas,Ocra,935,68,51,200.0,57.14,3209
Dhynn,Brutas,Aniripsa,1159,22,22,200.0,50.0,3208
Paulebledard,Oshimo,Pandawa,1027,46,33,200.0,58.23,3205
Airum,Brutas,Sadida,1076,27,13,200.0,67.5,3204
Aphro-jack,Herdegrize,Sram,1020,48,34,200.0,58.54,3201
Racz,Brutas,Feca,929,62,40,199.0,60.78,3200
Young-trap,Herdegrize,Sram,924,47,20,200.0,70.15,3200
Mart-Money,Brutas,Anutrof,996,46,26,200.0,63.89,3200
Jazper,Brutas,Feca,947,44,16,200.0,73.33,3200
Elizabeth-Yncaz,Brutas,Aniripsa,951,77,60,200.0,56.2,3200
Kurotoshiro,Brutas,Osamodas,875,32,0,200.0,100.0,3200
Voodoo-Boom,Brutas,Tymador,910,32,0,200.0,100.0,3200
Kandra,Grandapan,Aniripsa,963,38,8,200.0,82.61,3200
Larata,Brutas,Aniripsa,978,76,60,200.0,55.88,3194
Ilyethanho,Terra Cogita,Sacrogrito,1031,46,33,200.0,58.23,3191
Honestus,Terra Cogita,Feca,979,79,65,199.0,54.86,3189
Black-Bhioma,Brutas,Ocra,941,57,37,200.0,60.64,3188
Mylene-heal,Oshimo,Aniripsa,1084,47,38,200.0,55.29,3187
Kimbo-Slice,Dodge,Feca,996,93,82,200.0,53.14,3186
Mr-swordo,Brutas,Pandawa,1048,25,9,200.0,73.53,3182
Boutchou,Terra Cogita,Aniripsa,1129,24,13,200.0,64.86,3182
Folie-Sanguinai,Oshimo,Sacrogrito,914,40,11,200.0,78.43,3175
Deeja-Vu,Brutas,Feca,983,40,11,200.0,78.43,3175
Cronnox-l,Brutas,Zurcarak,924,94,83,200.0,53.11,3175
Valalark,Brutas,Xelor,1041,30,7,200.0,81.08,3174
Thysmar,Dodge,Sacrogrito,1085,42,40,200.0,51.22,3169
Odinlehardi,Herdegrize,Sram,1044,50,43,200.0,53.76,3166
Roskow-dada,Terra Cogita,Pandawa,1004,28,0,200.0,100.0,3165
Shindono,Herdegrize,Anutrof,1014,77,69,200.0,52.74,3165
Eliborne,Oshimo,Feca,1048,35,18,200.0,66.04,3163
Zioonn,Oshimo,Sram,1134,10,5,200.0,66.67,3160
Silensio,Brutas,Sram,930,78,62,200.0,55.71,3155
Jarrangaa,Brutas,Ocra,971,26,4,200.0,86.67,3154
Rhazo,Dodge,Yopuka,1037,23,9,200.0,71.88,3153
Magic-Darkness,Brutas,Sram,945,60,38,200.0,61.22,3153
Tamachi,Herdegrize,Xelor,1018,58,37,200.0,61.05,3153
Rey-cor,Brutas,Zurcarak,859,84,70,200.0,54.55,3150
Aerox-Feu,Oshimo,Yopuka,940,57,34,200.0,62.64,3150
Marlbak,Terra Cogita,Feca,961,108,102,200.0,51.43,3150
Mabella,Terra Cogita,Yopuka,1026,40,28,200.0,58.82,3150
Adolin-Kholins,Grandapan,Yopuka,927,51,26,200.0,66.23,3150
Xpandax,Grandapan,Pandawa,932,70,49,200.0,58.82,3142
King-slayx,Oshimo,Sram,1077,12,0,200.0,100.0,3136
Colere-divine,Terra Cogita,Yopuka,978,45,20,200.0,69.23,3134
Zoonar,Oshimo,Sacrogrito,1031,108,110,200.0,49.54,3133
Quejustice-soit,Herdegrize,Yopuka,1067,15,6,200.0,71.43,3133
Petit-orage,Terra Cogita,Sram,976,64,45,200.0,58.72,3132
Troicent-Timetr,Herdegrize,Aniripsa,1048,44,23,200.0,65.67,3129
Jamaica,Grandapan,Xelor,904,86,73,200.0,54.09,3125
Stronges,Brutas,Feca,986,35,5,200.0,87.5,3125
Land-Rover,Herdegrize,Sram,926,56,33,200.0,62.92,3125
Xux-x,Brutas,Xelor,962,86,73,200.0,54.09,3125
Miny-doc,Terra Cogita,Aniripsa,957,59,37,200.0,61.46,3125
Salt-weed,Dodge,Pandawa,959,41,13,200.0,75.93,3125
Keysie-Zurk,Brutas,Zurcarak,1039,37,30,200.0,55.22,3123
Russy-ll,Brutas,Aniripsa,1016,49,24,200.0,67.12,3122
Saurons-x,Brutas,Aniripsa,1069,28,8,200.0,77.78,3121
Scaped-Soul,Brutas,Ocra,909,70,52,200.0,57.38,3120
Kkmoss,Terra Cogita,Sadida,1092,16,2,200.0,88.89,3113
Sauvegarde,Oshimo,Anutrof,1084,16,8,200.0,66.67,3112
Grifox,Herdegrize,Sacrogrito,970,39,25,200.0,60.94,3112
Retruco,Brutas,Sram,1036,27,13,200.0,67.5,3109
Il-Ouloulouu,Herdegrize,Pandawa,1037,21,0,200.0,100.0,3104
Baretica-lka,Brutas,Zurcarak,934,43,16,200.0,72.88,3103
Hepantho-megali,Herdegrize,Sram,996,76,77,200.0,49.67,3102
Skyfee,Herdegrize,Feca,1114,19,11,200.0,63.33,3100
Defloration,Brutas,Aniripsa,961,43,16,200.0,72.88,3100
Martiin-Eliias,Brutas,Sacrogrito,948,79,64,200.0,55.24,3100
Crosa-t,Brutas,Sacrogrito,847,31,0,199.0,100.0,3100
Rasboty,Brutas,Xelor,979,49,24,200.0,67.12,3100
Nemocore,Brutas,Ocra,914,117,122,200.0,48.95,3099
Healyxx,Herdegrize,Aniripsa,1089,30,18,200.0,62.5,3099
Kmoss,Terra Cogita,Sadida,1099,19,8,200.0,70.37,3093
Big-Joker,Terra Cogita,Yopuka,987,45,28,200.0,61.64,3091
Megardaz,Brutas,Aniripsa,1110,38,38,200.0,50.0,3089
Furyski,Brutas,Feca,1016,28,0,200.0,100.0,3084
Peakytwo,Terra Cogita,Xelor,963,96,89,200.0,51.89,3081
Bl-od,Herdegrize,Sacrogrito,1002,54,34,200.0,61.36,3080
Hensil,Brutas,Yopuka,947,90,79,200.0,53.25,3078
Shield-mlp,Grandapan,Zobal,920,60,39,200.0,60.61,3075
Lord-xxebbaxx,Brutas,Zurcarak,876,60,39,200.0,60.61,3075
Melar,Oshimo,Sadida,945,87,75,200.0,53.7,3075
Allorar-alforro,Brutas,Feca,974,42,15,200.0,73.68,3075
Demoniaa,Brutas,Zurcarak,898,147,155,200.0,48.68,3075
Glanzita,Grandapan,Tymador,868,54,31,200.0,63.53,3075
Kong-kevoox,Oshimo,Xelor,925,180,199,200.0,47.49,3075
Hm-Xia,Brutas,Sacrogrito,913,39,11,200.0,78.0,3075
Imyourdestiny,Brutas,Aniripsa,963,90,79,200.0,53.25,3075
Stony-Stone,Dodge,Yopuka,1013,45,36,200.0,55.56,3071
Melotaiin,Brutas,Pandawa,994,54,35,200.0,60.67,3071
Evenseven,Herdegrize,Xelor,1031,36,17,200.0,67.92,3070
Glackenji,Oshimo,Xelor,1033,52,43,200.0,54.74,3070
Arco-castigador,Brutas,Ocra,899,65,46,200.0,58.56,3059
Criminheal,Herdegrize,Aniripsa,1015,56,38,200.0,59.57,3059
Anaphora,Oshimo,Yopuka,1043,19,6,200.0,76.0,3058
Sbew,Terra Cogita,Ocra,919,87,84,200.0,50.88,3056
Lz-Ypk,Brutas,Yopuka,1081,15,8,200.0,65.22,3055
Barlou-Xv,Terra Cogita,Anutrof,995,27,0,200.0,100.0,3054
Ceballos-cx,Dodge,Sacrogrito,872,71,54,199.0,56.8,3050
Kariguano,Grandapan,Sram,855,62,42,200.0,59.62,3050
Latifreya,Terra Cogita,Aniripsa,1102,40,41,200.0,49.38,3050
Sekttor,Brutas,Pandawa,914,41,14,200.0,74.55,3050
Red-shift,Herdegrize,Aniripsa,1055,53,35,200.0,60.23,3050
Mizz-Panda,Brutas,Pandawa,894,92,82,200.0,52.87,3050
Salazar-j,Brutas,Xelor,912,74,58,200.0,56.06,3050
Switowski,Brutas,Pandawa,992,69,53,200.0,56.56,3048
Knackiball,Herdegrize,Yopuka,1017,30,11,200.0,73.17,3042
Raylors,Terra Cogita,Xelor,1081,22,10,200.0,68.75,3036
Sleepteur,Terra Cogita,Pandawa,1080,33,21,200.0,61.11,3036
Judc-b,Brutas,Yopuka,958,49,30,200.0,62.03,3034
Dunkelis,Brutas,Xelor,1092,18,9,200.0,66.67,3031
Kanarye,Terra Cogita,Aniripsa,1068,39,26,200.0,60.0,3030
Dusalle,Herdegrize,Anutrof,959,91,81,200.0,52.91,3027
Dacku,Brutas,Osamodas,1093,15,8,200.0,65.22,3027
Srta-belo,Brutas,Aniripsa,1017,54,33,200.0,62.07,3026
Sacroo-Drago,Brutas,Sacrogrito,901,49,25,200.0,66.22,3025
Lukazperroo,Brutas,Aniripsa,962,70,53,200.0,56.91,3025
Fox-Op,Brutas,Zurcarak,912,82,69,200.0,54.3,3025
Death-Strokke,Herdegrize,Yopuka,1068,13,1,200.0,92.86,3021
Demoniicc,Brutas,Feca,999,66,48,200.0,57.89,3020
Chaaldee,Oshimo,Sadida,1014,47,39,200.0,54.65,3018
Quemalditacura,Brutas,Aniripsa,1041,54,35,200.0,60.67,3013
Hiisooka,Oshimo,Zurcarak,1032,23,13,200.0,63.89,3012
Alterna,Dodge,Aniripsa,1164,9,1,200.0,90.0,3011
Troicent-Bpm,Herdegrize,Sram,1012,38,22,200.0,63.33,3007
Legowelt,Herdegrize,Zurcarak,972,54,38,200.0,58.7,3003
Brena-Zalyka,Oshimo,Sacrogrito,1067,28,18,200.0,60.87,3002
Ars-Cheshire,Brutas,Ocra,893,69,52,200.0,57.02,3000
Bocchii,Brutas,Ocra,899,57,36,200.0,61.29,3000
Vamish,Herdegrize,Sacrogrito,818,30,0,200.0,100.0,3000
Laplacce,Brutas,Aniripsa,923,39,12,200.0,76.47,3000
Domiiniicano,Brutas,Feca,948,48,24,200.0,66.67,3000
Docstad,Brutas,Xelor,900,87,76,200.0,53.37,3000
Hye,Terra Cogita,Sacrogrito,886,30,0,200.0,100.0,3000
Dragain,Herdegrize,Yopuka,1032,45,46,200.0,49.45,2999
Pinkatakoutou,Terra Cogita,Sadida,1029,62,51,200.0,54.87,2999
Amatusare,Terra Cogita,Feca,1076,29,27,200.0,51.79,2997
Mely-melo,Oshimo,Pandawa,1090,20,10,200.0,66.67,2996
Akua-Rhium,Herdegrize,Feca,1063,23,11,200.0,67.65,2996
Jholtan,Dodge,Osamodas,1041,38,27,200.0,58.46,2993
Vapo-Rub,Terra Cogita,Steamer,993,38,17,200.0,69.09,2993
Maitre-Honome,Herdegrize,Xelor,1034,53,40,200.0,56.99,2989
Goommora,Terra Cogita,Sacrogrito,957,55,39,200.0,58.51,2988
Eni-maginable,Herdegrize,Aniripsa,1075,30,12,200.0,71.43,2980
Byi-ladom,Herdegrize,Pandawa,1019,33,11,200.0,75.0,2978
Miksombre,Terra Cogita,Sram,886,89,79,200.0,52.98,2975
Uchiha-Vortex,Terra Cogita,Yopuka,928,44,19,200.0,69.84,2975
Eas-blk,Oshimo,Sram,895,83,71,200.0,53.9,2975
Bon-matinn,Herdegrize,Zobal,935,80,67,200.0,54.42,2975
Zob-enlair,Herdegrize,Zobal,1007,56,43,200.0,56.57,2974
Epingle,Herdegrize,Pandawa,1042,25,8,200.0,75.76,2970
Hein-voc,Oshimo,Aniripsa,1093,27,15,200.0,64.29,2970
Mortifiant,Terra Cogita,Aniripsa,1094,44,42,200.0,51.16,2970
Svadka,Oshimo,Pandawa,1075,20,10,200.0,66.67,2970
Critic,Terra Cogita,Zobal,1007,70,61,200.0,53.44,2967
Ti-Fou,Herdegrize,Tymador,908,140,152,200.0,47.95,2967
Nilatsa,Terra Cogita,Feca,998,60,41,200.0,59.41,2962
Keen-Kan,Herdegrize,Steamer,952,88,78,200.0,53.01,2957
Sir-Lern,Brutas,Sacrogrito,982,62,45,200.0,57.94,2956
Tezca,Dodge,Sadida,943,61,42,200.0,59.22,2950
Dragles,Terra Cogita,Yopuka,870,169,186,200.0,47.61,2950
King-Vanille,Terra Cogita,Aniripsa,869,40,14,199.0,74.07,2950
Trabitas,Brutas,Feca,984,43,18,200.0,70.49,2950
Super-asce,Dodge,Xelor,953,46,22,200.0,67.65,2950
Ssierram,Brutas,Aniripsa,1011,45,21,200.0,68.18,2946
Mozes,Oshimo,Sram,1046,34,24,200.0,58.62,2938
Pelorojo,Brutas,Osamodas,983,72,58,200.0,55.38,2937
Moungrof,Terra Cogita,Sacrogrito,998,43,19,200.0,69.35,2936
Facedezgeg,Herdegrize,Feca,984,87,78,200.0,52.73,2931
Esketit-pump,Herdegrize,Yopuka,988,36,16,200.0,69.23,2930
Sr-capo,Brutas,Zobal,899,72,57,200.0,55.81,2925
Ao-Nang,Terra Cogita,Xelor,880,39,13,199.0,75.0,2925
Ariia-starck,Brutas,Sadida,910,48,25,200.0,65.75,2925
Healer-Drow,Herdegrize,Aniripsa,988,39,13,200.0,75.0,2925
Espectakulo,Brutas,Tymador,864,48,25,200.0,65.75,2925
Enc-ulrie,Oshimo,Yopuka,948,81,70,200.0,53.64,2924
Solvyu,Oshimo,Feca,1016,95,101,200.0,48.47,2923
Ebanavrot,Herdegrize,Sacrogrito,1055,30,17,200.0,63.83,2920
Lyloute,Oshimo,Aniripsa,1021,53,35,200.0,60.23,2919
Emteamo,Brutas,Zobal,963,91,83,200.0,52.3,2917
Not-naamee,Herdegrize,Yopuka,1014,76,70,200.0,52.05,2917
Casper-Lefantom,Herdegrize,Sram,1030,30,20,200.0,60.0,2916
Angel-killer,Terra Cogita,Sram,975,108,111,200.0,49.32,2910
Jokian,Oshimo,Yopuka,983,36,12,200.0,75.0,2909
Chrono-frizz,Terra Cogita,Anutrof,1052,21,9,200.0,70.0,2906
Eufeme,Brutas,Aniripsa,1020,43,19,200.0,69.35,2906
Kiammi,Brutas,Ocra,969,64,61,200.0,51.2,2905
Akyni,Oshimo,Pandawa,949,60,43,200.0,58.25,2904
Ctout-bon,Oshimo,Sacrogrito,1053,18,0,200.0,100.0,2902
Aciep,Oshimo,Feca,971,119,128,200.0,48.18,2902
Gweko-Rush,Terra Cogita,Sram,995,43,26,200.0,62.32,2901
Ojora,Terra Cogita,Sacrogrito,892,137,144,200.0,48.75,2900
Elijah-boogeyma,Brutas,Ocra,901,41,16,200.0,71.93,2900
Tahoux,Terra Cogita,Feca,896,41,16,200.0,71.93,2900
Lequipe,Oshimo,Aniripsa,996,29,0,200.0,100.0,2900
Axovoe,Terra Cogita,Aniripsa,963,56,36,200.0,60.87,2900
Xemac-a,Terra Cogita,Steamer,875,65,48,200.0,57.52,2900
Najabo,Oshimo,Aniripsa,1138,13,6,200.0,68.42,2896
Hendekee,Terra Cogita,Pandawa,1071,34,35,200.0,49.28,2894
Obskurwa,Herdegrize,Xelor,1150,13,9,200.0,59.09,2889
Greekgx,Oshimo,Pandawa,1005,81,80,200.0,50.31,2889
Dayio,Brutas,Aniripsa,1030,27,0,200.0,100.0,2889
Drakliik,Herdegrize,Feca,1139,13,16,200.0,44.83,2888
Nerphomet,Dodge,Zobal,1050,31,25,200.0,55.36,2887
Deadz-Zone,Oshimo,Sram,948,65,62,200.0,51.18,2887
Deuth,Brutas,Tymador,945,46,23,200.0,66.67,2885
Excelsior-ll,Herdegrize,Sram,993,68,58,200.0,53.97,2884
Viser-tirer,Terra Cogita,Ocra,774,46,23,200.0,66.67,2875
Ufc,Oshimo,Sacrogrito,904,31,3,200.0,91.18,2875
Bomm-bon,Brutas,Yopuka,904,76,63,200.0,54.68,2875
Chongolita,Brutas,Pandawa,921,97,91,200.0,51.6,2875
Mrs-Kaptan,Grandapan,Pandawa,1001,36,11,200.0,76.6,2871
Hexotor,Oshimo,Zobal,994,71,57,200.0,55.47,2867
Killer-Ca,Brutas,Feca,1028,24,0,200.0,100.0,2866
Ari-s,Brutas,Feca,955,73,59,200.0,55.3,2865
Miralaee,Brutas,Feca,1009,38,17,200.0,69.09,2864
Ainwa,Dodge,Xelor,1005,76,68,200.0,52.78,2862
Novahh,Brutas,Pandawa,1013,45,30,200.0,60.0,2861
Malabars,Herdegrize,Sacrogrito,1009,31,6,200.0,83.78,2861
Narchiru,Dodge,Sadida,1065,21,5,200.0,80.77,2857
Emiliaah,Brutas,Sram,941,71,57,200.0,55.47,2856
Captain-zaml,Oshimo,Yopuka,1058,19,9,200.0,67.86,2854
Napz,Oshimo,Yopuka,953,56,60,200.0,48.28,2851
Palaciia,Oshimo,Sram,893,123,126,200.0,49.4,2850
Darck-perico,Brutas,Sram,934,54,34,200.0,61.36,2850
Orte-Xe,Brutas,Xelor,972,75,62,200.0,54.74,2850
Queen-Kleopatra,Grandapan,Sram,891,33,6,200.0,84.62,2850
Akatsuny,Oshimo,Xelor,950,51,30,199.0,62.96,2850
Niokette,Herdegrize,Pandawa,940,48,26,200.0,64.86,2850
Freewins,Oshimo,Sram,952,39,14,200.0,73.58,2850
Lyn-Sky,Oshimo,Sram,979,30,3,200.0,90.91,2848
Protecteur-hyli,Terra Cogita,Xelor,1005,28,1,200.0,96.55,2847
Itshi-go,Herdegrize,Tymador,962,128,133,200.0,49.04,2846
Blank-ad,Oshimo,Xelor,1040,29,9,200.0,76.32,2843
Lenkha,Oshimo,Sacrogrito,1008,36,16,200.0,69.23,2842
Bar-Clays,Terra Cogita,Sacrogrito,992,79,68,200.0,53.74,2842
Limitpower,Dodge,Aniripsa,1132,13,4,200.0,76.47,2833
Mega-Cyber,Brutas,Aniripsa,1008,38,13,200.0,74.51,2828
Jte-fume,Dodge,Ocra,921,59,41,200.0,59.0,2825
Roofielina,Brutas,Yopuka,877,74,61,200.0,54.81,2825
Avtalax,Oshimo,Sadida,896,50,29,199.0,63.29,2825
Nairu,Herdegrize,Feca,958,38,13,200.0,74.51,2825
Syama-Couzi,Brutas,Anutrof,908,62,45,200.0,57.94,2825
Marqueziine,Brutas,Zurcarak,850,65,49,200.0,57.02,2825
Bamking,Brutas,Feca,929,50,29,200.0,63.29,2825
Chertaso,Grandapan,Aniripsa,889,38,13,200.0,74.51,2825
Sr-Anonimus,Grandapan,Yopuka,900,65,49,200.0,57.02,2825
Elcrys,Brutas,Feca,1091,16,5,200.0,76.19,2824
Centaure,Oshimo,Sram,977,30,5,200.0,85.71,2823
Roskow-trap,Terra Cogita,Sram,1030,42,33,200.0,56.0,2823
Sharliss,Dodge,Sram,973,56,39,200.0,58.95,2823
Nell-u,Brutas,Pandawa,963,66,53,200.0,55.46,2816
Zoltiz,Herdegrize,Zobal,1025,38,20,200.0,65.52,2813
Psicosis-ll,Brutas,Feca,1066,34,36,200.0,48.57,2813
Yopopo,Oshimo,Feca,1059,18,0,200.0,100.0,2813
Ms-Medic,Brutas,Aniripsa,1036,34,11,200.0,75.56,2809
Sombre-chatimen,Herdegrize,Sacrogrito,1013,43,28,200.0,60.56,2809
Akeras,Grandapan,Sadida,1012,30,4,200.0,88.24,2808
Mam-ba,Oshimo,Sadida,952,139,148,200.0,48.43,2808
Kushyz,Herdegrize,Aniripsa,846,28,0,200.0,100.0,2800
Dylaryo,Oshimo,Tymador,913,142,152,200.0,48.3,2800
Davore,Herdegrize,Sacrogrito,909,88,80,200.0,52.38,2800
Fabien-Palumbo,Herdegrize,Anutrof,882,28,0,200.0,100.0,2800
Max-sangres,Grandapan,Sacrogrito,904,40,16,200.0,71.43,2800
Gazaghost,Oshimo,Sadida,916,34,8,200.0,80.95,2800
Blaster-Vik,Brutas,Xelor,958,40,16,200.0,71.43,2800
Just-huesitos,Brutas,Sram,1022,27,10,200.0,72.97,2799
Anonimo-king,Brutas,Sram,1004,42,22,200.0,65.62,2796
Agoliathe,Terra Cogita,Feca,1097,18,5,200.0,78.26,2790
Triellig,Oshimo,Ocra,947,119,131,200.0,47.6,2788
Inny,Brutas,Xelor,1009,51,35,200.0,59.3,2784
Thesbestpseudal,Oshimo,Sadida,1071,33,21,200.0,61.11,2783
Sicaria-Escarla,Brutas,Yopuka,970,76,67,200.0,53.15,2778
Wozz,Oshimo,Sram,1022,45,34,200.0,56.96,2776
Lembert,Brutas,Sadida,946,60,43,200.0,58.25,2775
Princess-genesi,Brutas,Aniripsa,969,45,23,200.0,66.18,2775
Rolex-Monk,Brutas,Xelor,892,51,31,200.0,62.2,2775
Jawheadx,Brutas,Sacrogrito,922,63,47,200.0,57.27,2775
Rivas,Grandapan,Sram,925,51,31,200.0,62.2,2775
Nollibirt-neil,Herdegrize,Yopuka,954,48,27,200.0,64.0,2775
Jolyvross,Terra Cogita,Aniripsa,1098,36,28,200.0,56.25,2773
Como-Aci,Brutas,Zurcarak,979,32,12,200.0,72.73,2767
Kerpic,Terra Cogita,Aniripsa,1005,83,74,200.0,52.87,2765
Haiyen,Brutas,Ocra,917,73,67,200.0,52.14,2764
Warenhumano,Grandapan,Ocra,922,91,86,200.0,51.41,2763
Dondelione,Herdegrize,Yopuka,986,71,66,200.0,51.82,2762
Zengder,Terra Cogita,Sadida,1047,40,26,200.0,60.61,2752
The-Flashh,Brutas,Sram,928,50,30,200.0,62.5,2750
Flasm-Fana,Oshimo,Sacrogrito,946,35,10,200.0,77.78,2750
Gloruss,Terra Cogita,Sadida,1041,80,69,200.0,53.69,2750
Kiizi,Grandapan,Zurcarak,893,80,70,200.0,53.33,2750
Criisthina,Brutas,Sacrogrito,962,44,22,200.0,66.67,2750
Delow,Oshimo,Pandawa,1146,15,15,200.0,50.0,2750
Flechita-defueg,Brutas,Ocra,898,56,38,199.0,59.57,2750
Bulma,Terra Cogita,Tymador,926,57,45,200.0,55.88,2747
Lucifer-Mornins,Herdegrize,Sram,1015,39,33,200.0,54.17,2746
Alpha-King,Grandapan,Xelor,1111,25,24,200.0,51.02,2745
Cahaya-elpelado,Brutas,Xelor,1163,8,3,200.0,72.73,2745
Pah-stek,Herdegrize,Yopuka,1013,40,30,200.0,57.14,2740
Qara,Oshimo,Sacrogrito,982,50,31,200.0,61.73,2739
Akina-San,Herdegrize,Osamodas,1009,43,29,200.0,59.72,2735
Nigles,Terra Cogita,Aniripsa,1073,33,23,200.0,58.93,2733
Jack-bedos,Terra Cogita,Zurcarak,1000,48,47,200.0,50.53,2733
Legollas,Grandapan,Ocra,989,56,52,200.0,51.85,2733
Capitaine-fist,Terra Cogita,Aniripsa,1036,25,2,200.0,92.59,2732
Ludisomo,Brutas,Zurcarak,1064,15,9,200.0,62.5,2732
Moscouu-ll,Terra Cogita,Steamer,933,46,25,200.0,64.79,2725
Tlouq,Brutas,Aniripsa,917,58,41,200.0,58.59,2725
Miss-scam,Brutas,Sram,990,42,29,200.0,59.15,2721
Crog,Oshimo,Xelor,1011,55,41,200.0,57.29,2719
Arroufgang,Oshimo,Yopuka,1106,15,13,200.0,53.57,2718
Khaoos,Terra Cogita,Aniripsa,1107,18,7,200.0,72.0,2718
Shrex,Grandapan,Aniripsa,1128,14,3,200.0,82.35,2718
Sr-Ted,Brutas,Sram,986,26,7,200.0,78.79,2716
Efreen,Brutas,Aniripsa,1063,42,32,200.0,56.76,2701
Linkerr,Brutas,Ocra,845,27,0,199.0,100.0,2700
Cerberox,Herdegrize,Ocra,867,27,0,200.0,100.0,2700
Demeteria,Herdegrize,Yopuka,946,33,8,200.0,80.49,2700
Plog-e,Herdegrize,Feca,952,33,8,200.0,80.49,2700
Magnocat,Brutas,Xelor,940,54,36,200.0,60.0,2700
Guicha,Brutas,Ocra,896,42,20,200.0,67.74,2700
Valkyrea,Brutas,Aniripsa,972,45,24,200.0,65.22,2700
Neyrato,Brutas,Yopuka,908,66,52,200.0,55.93,2700
Kaatariinaa,Oshimo,Sram,881,54,36,200.0,60.0,2700
Hypocrisie,Oshimo,Aniripsa,979,45,24,200.0,65.22,2700
